___November_2012_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  71  35  -39.00  -21.00        0.2997
  72  35  -37.00  -21.00        0.2498
  73  35  -35.00  -21.00        0.1701
  74  35  -33.00  -21.00        0.1049
  75  35  -31.00  -21.00        0.0388
  76  35  -29.00  -21.00       -0.0492
  77  35  -27.00  -21.00       -0.1669
  78  35  -25.00  -21.00       -0.2912
  79  35  -23.00  -21.00       -0.3968
  80  35  -21.00  -21.00       -0.4841
  81  35  -19.00  -21.00       -0.5572
  82  35  -17.00  -21.00       -0.6188
  83  35  -15.00  -21.00       -0.6531
  84  35  -13.00  -21.00       -0.6710
  85  35  -11.00  -21.00       -0.6701
  86  35   -9.00  -21.00       -0.6522
  87  35   -7.00  -21.00       -0.6185
  88  35   -5.00  -21.00       -0.5650
  89  35   -3.00  -21.00       -0.4855
  90  35   -1.00  -21.00       -0.3876
  91  35    1.00  -21.00       -0.2431
  92  35    3.00  -21.00       -0.0980
  93  35    5.00  -21.00        0.0618
  94  35    7.00  -21.00        0.2345
  95  35    9.00  -21.00        0.4070
  96  35   11.00  -21.00        0.5501
  97  35   13.00  -21.00        0.6236
  98  35   15.00  -21.00        0.5045
  99  35   17.00  -21.00       -0.0333
 100  35   19.00  -21.00       -0.0333
 101  35   21.00  -21.00       -0.0333
 102  35   23.00  -21.00     9999.0000
 103  35   25.00  -21.00     9999.0000
 104  35   27.00  -21.00     9999.0000
 105  35   29.00  -21.00     9999.0000
 106  35   31.00  -21.00        0.9114
 107  35   33.00  -21.00        0.8497
 108  35   35.00  -21.00        0.6112
 109  35   37.00  -21.00        0.6417
 110  35   39.00  -21.00        0.5512
 111  35   41.00  -21.00        0.6975
 112  35   43.00  -21.00        0.7796
 113  35   45.00  -21.00        0.7971
 114  35   47.00  -21.00        0.4035
 115  35   49.00  -21.00        0.4564
 116  35   51.00  -21.00        0.5430
 117  35   53.00  -21.00        0.5358
 118  35   55.00  -21.00        0.5429
 119  35   57.00  -21.00        0.7593
 120  35   59.00  -21.00        0.6177
 121  35   61.00  -21.00        0.5692
 122  35   63.00  -21.00        0.7090
 123  35   65.00  -21.00        0.7524
 124  35   67.00  -21.00        0.6171
 125  35   69.00  -21.00        0.6737
 126  35   71.00  -21.00        0.7276
 127  35   73.00  -21.00        0.7654
 128  35   75.00  -21.00        0.7604
 129  35   77.00  -21.00        0.7306
 130  35   79.00  -21.00        0.7087
 131  35   81.00  -21.00        0.7175
 132  35   83.00  -21.00        0.7599
 133  35   85.00  -21.00        0.8249
 134  35   87.00  -21.00        0.9009
 135  35   89.00  -21.00        0.9815
 136  35   91.00  -21.00        1.0715
 137  35   93.00  -21.00        1.1339
 138  35   95.00  -21.00        1.1605
 139  35   97.00  -21.00        1.1319
 140  35   99.00  -21.00        1.0617
 141  35  101.00  -21.00        0.9789
 142  35  103.00  -21.00        0.9010
 143  35  105.00  -21.00        0.8260
 144  35  107.00  -21.00        0.7717
 145  35  109.00  -21.00        0.7800
 146  35  111.00  -21.00        0.8639
 147  35  113.00  -21.00        0.9924
 148  35  115.00  -21.00        1.1236
 149  35  117.00  -21.00        1.1031
 150  35  119.00  -21.00        0.9779
 151  35  121.00  -21.00        0.7609
 152  35  123.00  -21.00     9999.0000
 153  35  125.00  -21.00     9999.0000
 154  35  127.00  -21.00     9999.0000
 155  35  129.00  -21.00     9999.0000
 156  35  131.00  -21.00     9999.0000
 157  35  133.00  -21.00        3.1874
 158  35  135.00  -21.00        3.1874
 159  35  137.00  -21.00     9999.0000
 160  35  139.00  -21.00     9999.0000
 161  35  141.00  -21.00        1.4687
 162  35  143.00  -21.00        1.4687
 163  35  145.00  -21.00        0.9493
 164  35  147.00  -21.00        0.5681
 165  35  149.00  -21.00        0.1784
 166  35  151.00  -21.00        0.0007
 167  35  153.00  -21.00       -0.0657
 168  35  155.00  -21.00       -0.1167
 169  35  157.00  -21.00       -0.1642
 170  35  159.00  -21.00       -0.1853
 171  35  161.00  -21.00       -0.1789
 172  35  163.00  -21.00       -0.1822
 173  35  165.00  -21.00       -0.1653
 174  35  167.00  -21.00       -0.1376
 175  35  169.00  -21.00       -0.0673
 176  35  171.00  -21.00        0.0230
 177  35  173.00  -21.00        0.1149
 178  35  175.00  -21.00        0.2186
 179  35  177.00  -21.00        0.3574
 180  35  179.00  -21.00        0.5110
   1  36 -179.00  -19.00        0.7925
   2  36 -177.00  -19.00        0.8585
   3  36 -175.00  -19.00        0.9161
   4  36 -173.00  -19.00        0.9646
   5  36 -171.00  -19.00        1.0109
   6  36 -169.00  -19.00        1.0504
   7  36 -167.00  -19.00        1.0735
   8  36 -165.00  -19.00        1.0800
   9  36 -163.00  -19.00        1.0820
  10  36 -161.00  -19.00        1.0823
  11  36 -159.00  -19.00        1.0805
  12  36 -157.00  -19.00        1.0636
  13  36 -155.00  -19.00        1.0274
  14  36 -153.00  -19.00        0.9749
  15  36 -151.00  -19.00        0.9191
  16  36 -149.00  -19.00        0.8710
  17  36 -147.00  -19.00        0.9532
  18  36 -145.00  -19.00        1.7772
  19  36 -143.00  -19.00        0.8156
  20  36 -141.00  -19.00        0.8125
  21  36 -139.00  -19.00        0.7931
  22  36 -137.00  -19.00        0.7500
  23  36 -135.00  -19.00        0.6755
  24  36 -133.00  -19.00        0.5941
  25  36 -131.00  -19.00        0.5335
  26  36 -129.00  -19.00        0.4896
  27  36 -127.00  -19.00        0.4420
  28  36 -125.00  -19.00        0.3865
  29  36 -123.00  -19.00        0.3463
  30  36 -121.00  -19.00        0.3134
  31  36 -119.00  -19.00        0.2911
  32  36 -117.00  -19.00        0.2729
  33  36 -115.00  -19.00        0.2561
  34  36 -113.00  -19.00        0.2431
  35  36 -111.00  -19.00        0.2370
  36  36 -109.00  -19.00        0.2417
  37  36 -107.00  -19.00        0.2506
  38  36 -105.00  -19.00        0.2720
  39  36 -103.00  -19.00        0.2998
  40  36 -101.00  -19.00        0.3221
  41  36  -99.00  -19.00        0.3288
  42  36  -97.00  -19.00        0.3224
  43  36  -95.00  -19.00        0.3112
  44  36  -93.00  -19.00        0.2991
  45  36  -91.00  -19.00        0.2833
  46  36  -89.00  -19.00        0.2813
  47  36  -87.00  -19.00        0.2668
  48  36  -85.00  -19.00        0.2293
  49  36  -83.00  -19.00        0.1860
  50  36  -81.00  -19.00        0.1558
  51  36  -79.00  -19.00        0.1607
  52  36  -77.00  -19.00        0.2090
  53  36  -75.00  -19.00        0.2800
  54  36  -73.00  -19.00        0.3251
  55  36  -71.00  -19.00        0.3512
  56  36  -69.00  -19.00        0.5474
  57  36  -67.00  -19.00        0.3303
  58  36  -65.00  -19.00        0.4530
  59  36  -63.00  -19.00        0.7454
  60  36  -61.00  -19.00        0.9570
  61  36  -59.00  -19.00        1.0623
  62  36  -57.00  -19.00        0.8997
  63  36  -55.00  -19.00     9999.0000
  64  36  -53.00  -19.00     9999.0000
  65  36  -51.00  -19.00     9999.0000
  66  36  -49.00  -19.00     9999.0000
  67  36  -47.00  -19.00     9999.0000
  68  36  -45.00  -19.00     9999.0000
  69  36  -43.00  -19.00     9999.0000
  70  36  -41.00  -19.00        0.3333
  71  36  -39.00  -19.00        0.3095
  72  36  -37.00  -19.00        0.1428
  73  36  -35.00  -19.00        0.0467
  74  36  -33.00  -19.00       -0.0401
  75  36  -31.00  -19.00       -0.1342
  76  36  -29.00  -19.00       -0.2483
  77  36  -27.00  -19.00       -0.3782
  78  36  -25.00  -19.00       -0.5030
  79  36  -23.00  -19.00       -0.6039
  80  36  -21.00  -19.00       -0.6768
  81  36  -19.00  -19.00       -0.7173
  82  36  -17.00  -19.00       -0.7337
  83  36  -15.00  -19.00       -0.7359
  84  36  -13.00  -19.00       -0.7348
  85  36  -11.00  -19.00       -0.7172
  86  36   -9.00  -19.00       -0.6790
  87  36   -7.00  -19.00       -0.6239
  88  36   -5.00  -19.00       -0.5548
  89  36   -3.00  -19.00       -0.4698
  90  36   -1.00  -19.00       -0.3718
  91  36    1.00  -19.00       -0.2140
  92  36    3.00  -19.00       -0.0301
  93  36    5.00  -19.00        0.1886
  94  36    7.00  -19.00        0.4551
  95  36    9.00  -19.00        0.7264
  96  36   11.00  -19.00        0.9120
  97  36   13.00  -19.00        0.9716
  98  36   15.00  -19.00       -0.0333
  99  36   17.00  -19.00       -0.0333
 100  36   19.00  -19.00       -0.0333
 101  36   21.00  -19.00       -0.0333
 102  36   23.00  -19.00     9999.0000
 103  36   25.00  -19.00     9999.0000
 104  36   27.00  -19.00     9999.0000
 105  36   29.00  -19.00     9999.0000
 106  36   31.00  -19.00        0.9114
 107  36   33.00  -19.00        0.8084
 108  36   35.00  -19.00        0.3273
 109  36   37.00  -19.00        0.4160
 110  36   39.00  -19.00        0.6411
 111  36   41.00  -19.00        0.7220
 112  36   43.00  -19.00        0.7602
 113  36   45.00  -19.00        0.8251
 114  36   47.00  -19.00        0.5971
 115  36   49.00  -19.00        0.4229
 116  36   51.00  -19.00        0.5358
 117  36   53.00  -19.00        0.5183
 118  36   55.00  -19.00        0.5079
 119  36   57.00  -19.00        0.7551
 120  36   59.00  -19.00        0.5754
 121  36   61.00  -19.00        0.5252
 122  36   63.00  -19.00        0.7233
 123  36   65.00  -19.00        0.8013
 124  36   67.00  -19.00        0.6345
 125  36   69.00  -19.00        0.6747
 126  36   71.00  -19.00        0.7097
 127  36   73.00  -19.00        0.7443
 128  36   75.00  -19.00        0.7436
 129  36   77.00  -19.00        0.7185
 130  36   79.00  -19.00        0.6999
 131  36   81.00  -19.00        0.7052
 132  36   83.00  -19.00        0.7357
 133  36   85.00  -19.00        0.7849
 134  36   87.00  -19.00        0.8457
 135  36   89.00  -19.00        0.9077
 136  36   91.00  -19.00        0.9748
 137  36   93.00  -19.00        1.0338
 138  36   95.00  -19.00        1.0568
 139  36   97.00  -19.00        1.0035
 140  36   99.00  -19.00        0.9010
 141  36  101.00  -19.00        0.8127
 142  36  103.00  -19.00        0.7727
 143  36  105.00  -19.00        0.7555
 144  36  107.00  -19.00        0.7520
 145  36  109.00  -19.00        0.8007
 146  36  111.00  -19.00        0.8977
 147  36  113.00  -19.00        1.0283
 148  36  115.00  -19.00        1.1634
 149  36  117.00  -19.00        1.2487
 150  36  119.00  -19.00        1.2653
 151  36  121.00  -19.00        1.1960
 152  36  123.00  -19.00        1.1536
 153  36  125.00  -19.00     9999.0000
 154  36  127.00  -19.00     9999.0000
 155  36  129.00  -19.00     9999.0000
 156  36  131.00  -19.00     9999.0000
 157  36  133.00  -19.00        2.2455
 158  36  135.00  -19.00        2.2455
 159  36  137.00  -19.00     9999.0000
 160  36  139.00  -19.00     9999.0000
 161  36  141.00  -19.00        1.5310
 162  36  143.00  -19.00        1.5310
 163  36  145.00  -19.00        0.3729
 164  36  147.00  -19.00        0.1937
 165  36  149.00  -19.00        0.0243
 166  36  151.00  -19.00       -0.0459
 167  36  153.00  -19.00       -0.0812
 168  36  155.00  -19.00       -0.1150
 169  36  157.00  -19.00       -0.1343
 170  36  159.00  -19.00       -0.1286
 171  36  161.00  -19.00       -0.0956
 172  36  163.00  -19.00       -0.0618
 173  36  165.00  -19.00       -0.0347
 174  36  167.00  -19.00        0.0202
 175  36  169.00  -19.00        0.1004
 176  36  171.00  -19.00        0.1915
 177  36  173.00  -19.00        0.2864
 178  36  175.00  -19.00        0.3663
 179  36  177.00  -19.00        0.4172
 180  36  179.00  -19.00        0.5606
   1  37 -179.00  -17.00        0.8913
   2  37 -177.00  -17.00        0.9190
   3  37 -175.00  -17.00        0.9583
   4  37 -173.00  -17.00        0.9990
   5  37 -171.00  -17.00        1.0385
   6  37 -169.00  -17.00        1.0708
   7  37 -167.00  -17.00        1.0868
   8  37 -165.00  -17.00        1.0832
   9  37 -163.00  -17.00        1.0745
  10  37 -161.00  -17.00        1.0611
  11  37 -159.00  -17.00        1.0617
  12  37 -157.00  -17.00        1.0462
  13  37 -155.00  -17.00        1.0112
  14  37 -153.00  -17.00        0.9571
  15  37 -151.00  -17.00        0.9008
  16  37 -149.00  -17.00        0.8571
  17  37 -147.00  -17.00        0.8272
  18  37 -145.00  -17.00        0.8299
  19  37 -143.00  -17.00        0.7906
  20  37 -141.00  -17.00        0.7664
  21  37 -139.00  -17.00        0.7313
  22  37 -137.00  -17.00        0.6832
  23  37 -135.00  -17.00        0.6217
  24  37 -133.00  -17.00        0.5578
  25  37 -131.00  -17.00        0.5014
  26  37 -129.00  -17.00        0.4489
  27  37 -127.00  -17.00        0.3943
  28  37 -125.00  -17.00        0.3474
  29  37 -123.00  -17.00        0.3217
  30  37 -121.00  -17.00        0.3022
  31  37 -119.00  -17.00        0.2827
  32  37 -117.00  -17.00        0.2668
  33  37 -115.00  -17.00        0.2556
  34  37 -113.00  -17.00        0.2490
  35  37 -111.00  -17.00        0.2484
  36  37 -109.00  -17.00        0.2475
  37  37 -107.00  -17.00        0.2557
  38  37 -105.00  -17.00        0.2785
  39  37 -103.00  -17.00        0.2986
  40  37 -101.00  -17.00        0.3103
  41  37  -99.00  -17.00        0.3121
  42  37  -97.00  -17.00        0.3161
  43  37  -95.00  -17.00        0.3313
  44  37  -93.00  -17.00        0.3484
  45  37  -91.00  -17.00        0.3555
  46  37  -89.00  -17.00        0.3493
  47  37  -87.00  -17.00        0.3149
  48  37  -85.00  -17.00        0.2541
  49  37  -83.00  -17.00        0.2043
  50  37  -81.00  -17.00        0.1869
  51  37  -79.00  -17.00        0.2082
  52  37  -77.00  -17.00        0.2721
  53  37  -75.00  -17.00        0.3905
  54  37  -73.00  -17.00        0.5819
  55  37  -71.00  -17.00        0.3671
  56  37  -69.00  -17.00        0.8629
  57  37  -67.00  -17.00        0.8934
  58  37  -65.00  -17.00        0.8192
  59  37  -63.00  -17.00        0.6946
  60  37  -61.00  -17.00        0.7429
  61  37  -59.00  -17.00        0.9551
  62  37  -57.00  -17.00        0.9022
  63  37  -55.00  -17.00     9999.0000
  64  37  -53.00  -17.00     9999.0000
  65  37  -51.00  -17.00     9999.0000
  66  37  -49.00  -17.00     9999.0000
  67  37  -47.00  -17.00     9999.0000
  68  37  -45.00  -17.00     9999.0000
  69  37  -43.00  -17.00     9999.0000
  70  37  -41.00  -17.00        0.5034
  71  37  -39.00  -17.00        0.4455
  72  37  -37.00  -17.00        0.0926
  73  37  -35.00  -17.00       -0.0064
  74  37  -33.00  -17.00       -0.1067
  75  37  -31.00  -17.00       -0.2154
  76  37  -29.00  -17.00       -0.3372
  77  37  -27.00  -17.00       -0.4624
  78  37  -25.00  -17.00       -0.5708
  79  37  -23.00  -17.00       -0.6472
  80  37  -21.00  -17.00       -0.6894
  81  37  -19.00  -17.00       -0.6937
  82  37  -17.00  -17.00       -0.6637
  83  37  -15.00  -17.00       -0.6278
  84  37  -13.00  -17.00       -0.6039
  85  37  -11.00  -17.00       -0.5782
  86  37   -9.00  -17.00       -0.5382
  87  37   -7.00  -17.00       -0.4820
  88  37   -5.00  -17.00       -0.4129
  89  37   -3.00  -17.00       -0.3318
  90  37   -1.00  -17.00       -0.2368
  91  37    1.00  -17.00       -0.0830
  92  37    3.00  -17.00        0.1138
  93  37    5.00  -17.00        0.3772
  94  37    7.00  -17.00        0.7457
  95  37    9.00  -17.00        1.1554
  96  37   11.00  -17.00        1.4434
  97  37   13.00  -17.00        1.5305
  98  37   15.00  -17.00     9999.0000
  99  37   17.00  -17.00     9999.0000
 100  37   19.00  -17.00     9999.0000
 101  37   21.00  -17.00     9999.0000
 102  37   23.00  -17.00     9999.0000
 103  37   25.00  -17.00     9999.0000
 104  37   27.00  -17.00     9999.0000
 105  37   29.00  -17.00     9999.0000
 106  37   31.00  -17.00     9999.0000
 107  37   33.00  -17.00       -0.0128
 108  37   35.00  -17.00       -0.0128
 109  37   37.00  -17.00       -0.0292
 110  37   39.00  -17.00        0.5643
 111  37   41.00  -17.00        0.6882
 112  37   43.00  -17.00        0.7140
 113  37   45.00  -17.00        0.8554
 114  37   47.00  -17.00        0.7779
 115  37   49.00  -17.00        0.4517
 116  37   51.00  -17.00        0.5290
 117  37   53.00  -17.00        0.4914
 118  37   55.00  -17.00        0.4632
 119  37   57.00  -17.00        0.4367
 120  37   59.00  -17.00        0.4309
 121  37   61.00  -17.00        0.4609
 122  37   63.00  -17.00        0.5216
 123  37   65.00  -17.00        0.5797
 124  37   67.00  -17.00        0.6149
 125  37   69.00  -17.00        0.6450
 126  37   71.00  -17.00        0.6693
 127  37   73.00  -17.00        0.7010
 128  37   75.00  -17.00        0.7162
 129  37   77.00  -17.00        0.7118
 130  37   79.00  -17.00        0.7080
 131  37   81.00  -17.00        0.7170
 132  37   83.00  -17.00        0.7392
 133  37   85.00  -17.00        0.7741
 134  37   87.00  -17.00        0.8230
 135  37   89.00  -17.00        0.8605
 136  37   91.00  -17.00        0.8868
 137  37   93.00  -17.00        0.9141
 138  37   95.00  -17.00        0.9157
 139  37   97.00  -17.00        0.8502
 140  37   99.00  -17.00        0.7515
 141  37  101.00  -17.00        0.6877
 142  37  103.00  -17.00        0.6904
 143  37  105.00  -17.00        0.7257
 144  37  107.00  -17.00        0.7762
 145  37  109.00  -17.00        0.8560
 146  37  111.00  -17.00        0.9406
 147  37  113.00  -17.00        1.0503
 148  37  115.00  -17.00        1.1597
 149  37  117.00  -17.00        1.2152
 150  37  119.00  -17.00        1.2128
 151  37  121.00  -17.00        1.1782
 152  37  123.00  -17.00        1.1301
 153  37  125.00  -17.00        0.9443
 154  37  127.00  -17.00     9999.0000
 155  37  129.00  -17.00     9999.0000
 156  37  131.00  -17.00     9999.0000
 157  37  133.00  -17.00        2.2455
 158  37  135.00  -17.00        2.2455
 159  37  137.00  -17.00        0.3048
 160  37  139.00  -17.00        0.3178
 161  37  141.00  -17.00        0.3566
 162  37  143.00  -17.00        0.3552
 163  37  145.00  -17.00        0.2111
 164  37  147.00  -17.00        0.0317
 165  37  149.00  -17.00       -0.0237
 166  37  151.00  -17.00       -0.0505
 167  37  153.00  -17.00       -0.0664
 168  37  155.00  -17.00       -0.0680
 169  37  157.00  -17.00       -0.0486
 170  37  159.00  -17.00       -0.0028
 171  37  161.00  -17.00        0.0580
 172  37  163.00  -17.00        0.1221
 173  37  165.00  -17.00        0.1671
 174  37  167.00  -17.00        0.2256
 175  37  169.00  -17.00        0.2986
 176  37  171.00  -17.00        0.3846
 177  37  173.00  -17.00        0.4799
 178  37  175.00  -17.00        0.5076
 179  37  177.00  -17.00        0.3941
 180  37  179.00  -17.00        0.5118
   1  38 -179.00  -15.00        0.9362
   2  38 -177.00  -15.00        0.9350
   3  38 -175.00  -15.00        0.9579
   4  38 -173.00  -15.00        0.9956
   5  38 -171.00  -15.00        1.0359
   6  38 -169.00  -15.00        1.0636
   7  38 -167.00  -15.00        1.0686
   8  38 -165.00  -15.00        1.0533
   9  38 -163.00  -15.00        1.0296
  10  38 -161.00  -15.00        1.0051
  11  38 -159.00  -15.00        1.0015
  12  38 -157.00  -15.00        0.9940
  13  38 -155.00  -15.00        0.9707
  14  38 -153.00  -15.00        0.9254
  15  38 -151.00  -15.00        0.8728
  16  38 -149.00  -15.00        0.8295
  17  38 -147.00  -15.00        0.8198
  18  38 -145.00  -15.00        0.9667
  19  38 -143.00  -15.00        0.7542
  20  38 -141.00  -15.00        0.7277
  21  38 -139.00  -15.00        0.6918
  22  38 -137.00  -15.00        0.6478
  23  38 -135.00  -15.00        0.5938
  24  38 -133.00  -15.00        0.5358
  25  38 -131.00  -15.00        0.4797
  26  38 -129.00  -15.00        0.4241
  27  38 -127.00  -15.00        0.3773
  28  38 -125.00  -15.00        0.3375
  29  38 -123.00  -15.00        0.3126
  30  38 -121.00  -15.00        0.2902
  31  38 -119.00  -15.00        0.2667
  32  38 -117.00  -15.00        0.2462
  33  38 -115.00  -15.00        0.2312
  34  38 -113.00  -15.00        0.2222
  35  38 -111.00  -15.00        0.2192
  36  38 -109.00  -15.00        0.2177
  37  38 -107.00  -15.00        0.2296
  38  38 -105.00  -15.00        0.2611
  39  38 -103.00  -15.00        0.2899
  40  38 -101.00  -15.00        0.3061
  41  38  -99.00  -15.00        0.3212
  42  38  -97.00  -15.00        0.3459
  43  38  -95.00  -15.00        0.3803
  44  38  -93.00  -15.00        0.4143
  45  38  -91.00  -15.00        0.4341
  46  38  -89.00  -15.00        0.4198
  47  38  -87.00  -15.00        0.3590
  48  38  -85.00  -15.00        0.2728
  49  38  -83.00  -15.00        0.2032
  50  38  -81.00  -15.00        0.1785
  51  38  -79.00  -15.00        0.1951
  52  38  -77.00  -15.00        0.2782
  53  38  -75.00  -15.00        0.6097
  54  38  -73.00  -15.00        1.7154
  55  38  -71.00  -15.00       -0.1379
  56  38  -69.00  -15.00        1.1311
  57  38  -67.00  -15.00        2.0420
  58  38  -65.00  -15.00        1.1859
  59  38  -63.00  -15.00        0.3563
  60  38  -61.00  -15.00        0.2440
  61  38  -59.00  -15.00        0.3400
  62  38  -57.00  -15.00     9999.0000
  63  38  -55.00  -15.00     9999.0000
  64  38  -53.00  -15.00     9999.0000
  65  38  -51.00  -15.00     9999.0000
  66  38  -49.00  -15.00     9999.0000
  67  38  -47.00  -15.00     9999.0000
  68  38  -45.00  -15.00     9999.0000
  69  38  -43.00  -15.00     9999.0000
  70  38  -41.00  -15.00     9999.0000
  71  38  -39.00  -15.00        0.0875
  72  38  -37.00  -15.00        0.0875
  73  38  -35.00  -15.00        0.0070
  74  38  -33.00  -15.00       -0.0829
  75  38  -31.00  -15.00       -0.1817
  76  38  -29.00  -15.00       -0.2830
  77  38  -27.00  -15.00       -0.3807
  78  38  -25.00  -15.00       -0.4564
  79  38  -23.00  -15.00       -0.4997
  80  38  -21.00  -15.00       -0.5193
  81  38  -19.00  -15.00       -0.5053
  82  38  -17.00  -15.00       -0.4412
  83  38  -15.00  -15.00       -0.3769
  84  38  -13.00  -15.00       -0.3304
  85  38  -11.00  -15.00       -0.2976
  86  38   -9.00  -15.00       -0.2637
  87  38   -7.00  -15.00       -0.2217
  88  38   -5.00  -15.00       -0.1693
  89  38   -3.00  -15.00       -0.1016
  90  38   -1.00  -15.00       -0.0172
  91  38    1.00  -15.00        0.1294
  92  38    3.00  -15.00        0.3310
  93  38    5.00  -15.00        0.6263
  94  38    7.00  -15.00        1.0678
  95  38    9.00  -15.00        1.5896
  96  38   11.00  -15.00        1.9825
  97  38   13.00  -15.00        2.1202
  98  38   15.00  -15.00     9999.0000
  99  38   17.00  -15.00     9999.0000
 100  38   19.00  -15.00     9999.0000
 101  38   21.00  -15.00     9999.0000
 102  38   23.00  -15.00     9999.0000
 103  38   25.00  -15.00     9999.0000
 104  38   27.00  -15.00     9999.0000
 105  38   29.00  -15.00     9999.0000
 106  38   31.00  -15.00     9999.0000
 107  38   33.00  -15.00        0.7027
 108  38   35.00  -15.00        0.7027
 109  38   37.00  -15.00     9999.0000
 110  38   39.00  -15.00     9999.0000
 111  38   41.00  -15.00        0.6562
 112  38   43.00  -15.00        0.6571
 113  38   45.00  -15.00        0.8479
 114  38   47.00  -15.00        1.0122
 115  38   49.00  -15.00        0.9689
 116  38   51.00  -15.00        0.4113
 117  38   53.00  -15.00        0.4113
 118  38   55.00  -15.00        0.3850
 119  38   57.00  -15.00        0.3606
 120  38   59.00  -15.00        0.3657
 121  38   61.00  -15.00        0.4088
 122  38   63.00  -15.00        0.4846
 123  38   65.00  -15.00        0.5556
 124  38   67.00  -15.00        0.5971
 125  38   69.00  -15.00        0.6274
 126  38   71.00  -15.00        0.6471
 127  38   73.00  -15.00        0.6732
 128  38   75.00  -15.00        0.6902
 129  38   77.00  -15.00        0.6893
 130  38   79.00  -15.00        0.6836
 131  38   81.00  -15.00        0.6905
 132  38   83.00  -15.00        0.7144
 133  38   85.00  -15.00        0.7506
 134  38   87.00  -15.00        0.7889
 135  38   89.00  -15.00        0.8004
 136  38   91.00  -15.00        0.7769
 137  38   93.00  -15.00        0.7616
 138  38   95.00  -15.00        0.7498
 139  38   97.00  -15.00        0.7121
 140  38   99.00  -15.00        0.6635
 141  38  101.00  -15.00        0.6422
 142  38  103.00  -15.00        0.6730
 143  38  105.00  -15.00        0.7446
 144  38  107.00  -15.00        0.8310
 145  38  109.00  -15.00        0.9219
 146  38  111.00  -15.00        0.9825
 147  38  113.00  -15.00        1.0502
 148  38  115.00  -15.00        1.1157
 149  38  117.00  -15.00        1.1423
 150  38  119.00  -15.00        1.1182
 151  38  121.00  -15.00        1.0598
 152  38  123.00  -15.00        0.9934
 153  38  125.00  -15.00        0.9443
 154  38  127.00  -15.00     9999.0000
 155  38  129.00  -15.00     9999.0000
 156  38  131.00  -15.00     9999.0000
 157  38  133.00  -15.00     9999.0000
 158  38  135.00  -15.00     9999.0000
 159  38  137.00  -15.00        0.3048
 160  38  139.00  -15.00        0.3178
 161  38  141.00  -15.00        0.3566
 162  38  143.00  -15.00        0.3552
 163  38  145.00  -15.00        0.3087
 164  38  147.00  -15.00        0.0710
 165  38  149.00  -15.00        0.0048
 166  38  151.00  -15.00       -0.0144
 167  38  153.00  -15.00       -0.0105
 168  38  155.00  -15.00        0.0234
 169  38  157.00  -15.00        0.0905
 170  38  159.00  -15.00        0.1784
 171  38  161.00  -15.00        0.2615
 172  38  163.00  -15.00        0.3482
 173  38  165.00  -15.00        0.4055
 174  38  167.00  -15.00        0.4644
 175  38  169.00  -15.00        0.5319
 176  38  171.00  -15.00        0.6151
 177  38  173.00  -15.00        0.7026
 178  38  175.00  -15.00        0.7845
 179  38  177.00  -15.00        0.8646
 180  38  179.00  -15.00        0.9196
   1  39 -179.00  -13.00        0.9412
   2  39 -177.00  -13.00        0.4803
   3  39 -175.00  -13.00        0.8208
   4  39 -173.00  -13.00        0.9784
   5  39 -171.00  -13.00        1.0073
   6  39 -169.00  -13.00        1.0186
   7  39 -167.00  -13.00        1.0038
   8  39 -165.00  -13.00        0.9758
   9  39 -163.00  -13.00        0.9406
  10  39 -161.00  -13.00        0.9143
  11  39 -159.00  -13.00        0.9197
  12  39 -157.00  -13.00        0.9198
  13  39 -155.00  -13.00        0.9047
  14  39 -153.00  -13.00        0.8740
  15  39 -151.00  -13.00        0.8379
  16  39 -149.00  -13.00        0.8055
  17  39 -147.00  -13.00        0.7774
  18  39 -145.00  -13.00        0.7630
  19  39 -143.00  -13.00        0.7324
  20  39 -141.00  -13.00        0.7072
  21  39 -139.00  -13.00        0.6696
  22  39 -137.00  -13.00        0.6276
  23  39 -135.00  -13.00        0.5812
  24  39 -133.00  -13.00        0.5304
  25  39 -131.00  -13.00        0.4754
  26  39 -129.00  -13.00        0.4192
  27  39 -127.00  -13.00        0.3770
  28  39 -125.00  -13.00        0.3384
  29  39 -123.00  -13.00        0.2973
  30  39 -121.00  -13.00        0.2586
  31  39 -119.00  -13.00        0.2364
  32  39 -117.00  -13.00        0.2201
  33  39 -115.00  -13.00        0.2077
  34  39 -113.00  -13.00        0.2038
  35  39 -111.00  -13.00        0.2082
  36  39 -109.00  -13.00        0.2183
  37  39 -107.00  -13.00        0.2445
  38  39 -105.00  -13.00        0.2777
  39  39 -103.00  -13.00        0.3047
  40  39 -101.00  -13.00        0.3223
  41  39  -99.00  -13.00        0.3504
  42  39  -97.00  -13.00        0.3864
  43  39  -95.00  -13.00        0.4138
  44  39  -93.00  -13.00        0.4259
  45  39  -91.00  -13.00        0.4253
  46  39  -89.00  -13.00        0.3936
  47  39  -87.00  -13.00        0.3279
  48  39  -85.00  -13.00        0.2442
  49  39  -83.00  -13.00        0.1676
  50  39  -81.00  -13.00        0.1209
  51  39  -79.00  -13.00        0.2136
  52  39  -77.00  -13.00        0.4011
  53  39  -75.00  -13.00        0.5732
  54  39  -73.00  -13.00        1.6301
  55  39  -71.00  -13.00        1.5254
  56  39  -69.00  -13.00        2.0961
